YEAR,State,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
1938,Arunachal Pradesh,144.8,121.6,340.5,395.3,306.5,1511.3,1355.1,790.8,877.3,220.6,59.7,5.6,6129,266.4,1042.3,4534.5,285.8
1939,Arunachal Pradesh,13.6,140.5,112.7,388.1,314.6,1132.5,838.5,310.2,476.4,157.6,6.2,7.7,3898.7,154.2,815.5,2757.6,171.4
1940,Arunachal Pradesh,12.7,168.5,381.8,133.9,480.5,511,1067.9,340.5,791.4,154.6,12.4,44.3,4099.3,181.2,996.2,2710.7,211.3
1941,Arunachal Pradesh,37.4,101.7,157.9,245.4,652.4,518.1,935.9,729.2,687,89.7,19.6,45.9,4220.2,139.1,1055.7,2870.3,155.2
1942,Arunachal Pradesh,15.8,164.9,277.8,272.4,618.9,1182.6,457.5,438.9,357.6,8.7,32.1,1.1,3828.2,180.7,1169.1,2436.6,41.9
1943,Arunachal Pradesh,164.5,46.3,286.3,322.6,656.6,712.3,688.1,501,727.7,155.4,43,22.8,4326.7,210.8,1265.4,2629.2,221.3
1944,Arunachal Pradesh,73.1,67,128.4,179.9,664.6,935.9,483.6,307.4,656.1,334.8,26,47.5,3904.3,140.1,972.9,2383,408.4
1945,Arunachal Pradesh,43.4,107.8,151.3,282.9,366,420.2,960,771.3,328.6,187.7,1.3,28.7,3649.3,151.2,800.2,2480.1,217.7
1946,Arunachal Pradesh,1.8,73.2,141.7,238.3,631.2,448.6,1212.2,478.7,540.4,215.9,25.4,3.8,4011.2,75.1,1011.2,2679.9,245.1
1947,Arunachal Pradesh,37.8,68.5,158.6,460.2,494.4,650.2,1245,417.9,503.8,297.3,9.5,25.9,4369.1,106.3,1113.2,2816.9,332.6
1948,Arunachal Pradesh,35.6,119.5,136.1,441.1,1168.6,889.5,2362.8,603.3,350.4,150.1,52.7,21.4,6331.1,155.1,1745.8,4206,224.2
1949,Arunachal Pradesh,80.1,88.1,287.4,436.9,567.2,943.9,1002,672.6,482,224.9,39.6,50.1,4874.7,168.1,1291.5,3100.5,314.6
1950,Arunachal Pradesh,38.6,92.8,205.8,425.2,274.2,0,377.6,241.8,285.8,356,49.5,43.9,0,131.4,905.2,0,449.4
1951,Arunachal Pradesh,31.8,65.3,309.9,441,344.5,757.8,554.7,278.5,383.7,101.8,46.2,39.1,3354.2,97.1,1095.3,1974.7,187.1
1952,Arunachal Pradesh,17.2,24.5,189.6,151.5,235.1,276.8,320.6,481.1,368.2,257.9,43.9,29.7,2396.1,41.7,576.2,1446.7,331.5
1953,Arunachal Pradesh,56.4,106.9,236,214.9,314.9,409.9,512.5,245.3,449.8,0,10.4,23.4,0,163.3,765.8,1617.5,0
1957,Arunachal Pradesh,0,0,0,246.9,448.9,608.1,1219.4,542.6,505.8,146.6,17.1,40.6,0,0,0,2875.9,204.3
1958,Arunachal Pradesh,98.4,67.5,32.9,138.5,698.6,511.2,457.7,1664.6,705.2,669.4,2.5,17,5063.5,165.9,870,3338.7,688.9
1959,Arunachal Pradesh,83.2,137.9,104.5,146.4,671.8,812.9,1137.7,333.2,508.8,247,12.1,0,4195.5,221.1,922.7,2792.6,259.1
1960,Arunachal Pradesh,8,26.8,53.2,137.1,210.7,653.9,1296.8,251.3,1034.8,13,13.4,10.4,3709.4,34.8,401,3236.8,36.8
1961,Arunachal Pradesh,50,204.2,289.6,181,492.3,595.5,738.3,547.9,256.2,260.5,57.1,3.9,3676.5,254.2,962.9,2137.9,321.5
1962,Arunachal Pradesh,37.2,87.1,45.1,250.3,601.9,1088.8,758.1,1405.9,222.4,255.6,0,0,0,124.3,897.3,3475.2,0
1963,Arunachal Pradesh,14.6,35.2,168.6,262.6,346.4,755.4,817.4,1199.3,366.4,136.4,20,15.7,4138,49.8,777.6,3138.5,172.1
1964,Arunachal Pradesh,55.4,90.3,81.1,219.7,286.4,1432.8,1506.1,492.1,465.1,246.2,12.2,71.9,4959.3,145.7,587.2,3896.1,330.3
1965,Arunachal Pradesh,37.4,120.7,103.7,254.4,306.9,404.7,315.8,351.3,172.9,51.5,72.6,4.9,2196.8,158.1,665,1244.7,129
1966,Arunachal Pradesh,22.4,91.5,98.4,180.2,177.9,473.2,432.7,411.6,197.6,78.9,39,6.3,2209.6,113.8,456.5,1515.1,124.2
1967,Arunachal Pradesh,13.3,45.5,147.9,96.6,164,253.1,434.5,220.8,212.8,58.5,10,11.5,1668.5,58.8,408.5,1121.2,80
1968,Arunachal Pradesh,54.2,41.4,135.9,117.6,307.2,510.1,404.8,227.5,243.5,75.8,12.5,8.4,2139,95.7,560.7,1385.9,96.8
1969,Arunachal Pradesh,19.2,10,33.8,127,202.3,412.3,405.1,333.9,241.4,42.9,34.8,15.1,1877.7,29.2,363.1,1392.7,92.8
1970,Arunachal Pradesh,49.2,78.8,57.4,108.8,213.4,409.6,377.9,245.4,287.4,138.6,6.9,0,1973.4,128,379.7,1320.2,145.5
1971,Arunachal Pradesh,56,67.8,47.1,121.8,222.4,446,385.5,288.2,239.6,235.1,67.8,7.3,2184.5,123.8,391.3,1359.3,310.2
1972,Arunachal Pradesh,39.2,114.2,108.3,231.5,299.5,314.4,438.3,270.7,334.5,83.3,25.9,21.5,2281.3,153.5,639.3,1357.9,130.7
1973,Arunachal Pradesh,136.4,147.1,82.3,215.3,256.5,571.1,284.8,271.3,258.3,110.2,88.9,35.4,2457.5,283.5,554,1385.5,234.4
1974,Arunachal Pradesh,130.9,95.4,127.8,272.6,248.3,466.7,648.9,446.8,461.2,121.1,14,30.3,3063.9,226.3,648.7,2023.5,165.4
1975,Arunachal Pradesh,17.3,76.9,101.7,165.1,188,268.5,427,185.2,297,451.6,21.5,13.6,2213.3,94.2,454.8,1177.7,486.6
1976,Arunachal Pradesh,8.9,112.9,168,229.3,210.7,506.3,375.4,357.4,177.5,139.7,87.9,45.6,2419.5,121.8,608,1416.7,273.1
1977,Arunachal Pradesh,71.2,133.5,209.3,560.2,417.8,543.5,484.7,610.1,311.9,213.5,141,77.7,3774.3,204.6,1187.3,1950.2,432.2
1978,Arunachal Pradesh,37.1,82.2,150.6,216.4,345.6,577.2,357.5,172.4,310.4,133,146.1,2.5,2531,119.3,712.6,1417.4,281.6
1979,Arunachal Pradesh,47.4,81.6,138.2,158.8,210.3,239.4,665.4,296.9,417.5,409.6,27.4,81.2,2773.6,129,507.2,1619.2,518.3
1980,Arunachal Pradesh,65.6,130.4,251.4,372,245.5,530.9,514.1,544.7,367.4,185.4,7.8,0.2,3215.3,195.9,868.9,1957.1,193.3
1981,Arunachal Pradesh,93.1,136.1,255.2,197.4,285,494.9,549.3,360.6,262.6,71.8,29.3,55.5,2790.9,229.2,737.6,1667.4,156.7
1982,Arunachal Pradesh,6.4,100.4,151.2,335.3,241.4,429.8,593,197,526.6,82.3,53.8,62.2,2779.5,106.8,727.9,1746.4,198.3
1983,Arunachal Pradesh,65.4,171.1,217.6,351.2,301.9,551,563.2,389.9,476.4,191.7,14.9,40.8,3335.3,236.5,870.7,1980.6,247.4
1984,Arunachal Pradesh,98.1,42.8,166.9,389.3,448.7,417.3,671,309.2,455.5,184.1,5.7,89.5,3278,140.8,1004.9,1853,279.3
1985,Arunachal Pradesh,54.1,81,255.6,347.1,345.5,506,657.8,326.3,502.2,116.6,25.4,48.8,3266.2,135,948.2,1992.2,190.7
1986,Arunachal Pradesh,19.3,90.1,122.8,335.3,101.8,402.5,453.7,355.3,387.6,176.6,36.6,14,2495.6,109.5,559.8,1599.1,227.2
1987,Arunachal Pradesh,3.7,72.5,147.7,352,230.8,501.5,754.9,558.8,646.6,101.1,24.1,39.6,3433.2,76.2,730.4,2461.9,164.8
1988,Arunachal Pradesh,50.9,118.3,250.7,278.9,535.9,287,868.1,815.6,486.3,416.4,34.2,13.1,4155.3,169.2,1065.4,2457,463.6
1989,Arunachal Pradesh,52.6,171.9,92.9,388.7,239.7,484.2,640.7,305.3,526.5,281.7,77.9,19.6,3281.6,224.5,721.2,1956.8,379.1
1990,Arunachal Pradesh,54.8,112.4,149,289.9,366.2,857.2,534,352.8,625.5,240.6,2,19.7,3604,167.2,805.1,2369.5,262.3
1991,Arunachal Pradesh,24.9,86,110.7,193.3,423.7,608.3,607.7,603.4,484.5,189,22.2,80.8,3434.4,110.9,727.7,2303.9,291.9
1992,Arunachal Pradesh,33.2,128.9,184.6,196.4,239.2,522.9,557.2,294.3,328.2,201.5,11.5,8.9,2707,162.1,620.3,1702.7,221.8
1993,Arunachal Pradesh,95.7,125.4,134.4,130.6,408.3,569.5,619.2,691.9,323.1,228.6,14.7,7.5,3348.9,221.1,673.3,2203.7,250.8
1994,Arunachal Pradesh,48.2,72.6,215.3,232.1,382.9,416.1,233,280.2,225,161.6,14.1,6.2,2287.4,120.8,830.3,1154.4,181.9
1995,Arunachal Pradesh,20.6,79.9,84.3,198.8,363.9,686.9,714.5,328.8,425.1,82.4,51,32.6,3068.8,100.5,647.1,2155.2,166
1996,Arunachal Pradesh,35.7,56.2,163.6,171.4,398.2,316.2,593,372.1,191.2,212.5,9.1,1.4,2520.5,91.8,733.1,1472.5,223
1997,Arunachal Pradesh,26.2,68.5,158.5,94.7,212.6,548,395.2,237,403.5,58.5,45.9,26.3,2274.9,94.6,465.8,1583.7,130.7
1998,Arunachal Pradesh,26.7,78.8,193.6,125,275,839.8,823.8,807,236.8,187.2,20.5,2.5,3616.7,105.6,593.6,2707.4,210.2
1999,Arunachal Pradesh,7.9,6.1,40.4,159.6,343.2,450,376.9,438.1,254,207.9,28.3,4.3,2316.6,14,543.2,1519,240.4
2000,Arunachal Pradesh,54.1,47.1,139.9,293.8,267.2,459.8,395.4,387.4,407.4,81.3,53.9,9.6,2596.8,101.2,700.8,1650,144.8
2001,Arunachal Pradesh,53.1,66.6,134.9,229.9,195.6,277.2,302.6,279.9,288.1,173.8,19.3,14.9,2036,119.7,560.5,1147.8,208
2002,Arunachal Pradesh,74.2,37.2,126.3,248.2,197.1,396.8,604,290.7,257.9,94,45,17.9,2389.2,111.4,571.6,1549.4,156.9
2003,Arunachal Pradesh,22.9,83.2,109.6,182,173.5,424.3,645.3,327.2,259.9,182.6,25,16.2,2451.8,106.1,465.2,1656.6,223.9
2004,Arunachal Pradesh,38,39.1,175.5,210.2,298.7,402.9,654.3,243,278.5,184.8,5.6,15.2,2545.7,77.1,684.3,1578.7,205.6
2005,Arunachal Pradesh,48.4,167.6,229.5,195.3,179.8,269.3,430.8,400,243.6,139.3,28.6,3.3,2335.5,216,604.6,1343.7,171.2
2006,Arunachal Pradesh,6,103.7,63.3,202.7,321.7,520.4,382.2,227.6,263.2,77.2,69.7,21.7,2259.6,109.7,587.7,1393.5,168.7
2007,Arunachal Pradesh,13.4,97.4,48.1,292.4,250.4,530.2,761,364.6,529.3,102.6,24.3,6.9,3020.7,110.8,590.9,2185.1,133.9
2008,Arunachal Pradesh,76.7,39.7,122.6,192.4,185,423.6,456.1,439.3,189.7,115.1,1.7,2.6,2244.4,116.4,499.9,1508.7,119.4
2009,Arunachal Pradesh,18,92.8,72.1,132.7,189.9,259.1,329.9,370.3,152.5,82.9,33.9,15.9,1749.9,110.8,394.7,1111.8,132.7
2010,Arunachal Pradesh,0.6,13.2,237.8,466.9,312.7,509.9,378,321.5,444.2,97.7,58.9,14.2,2855.7,13.9,1017.5,1653.6,170.9
2011,Arunachal Pradesh,40,51.3,174.5,240.8,219.6,288.4,531.4,277.6,286.7,51.9,16.2,15.2,2193.7,91.4,634.9,1384.2,83.3
2012,Arunachal Pradesh,57.8,35.8,134.2,403.4,187.4,645.8,638.9,316,724.9,248.1,22,26.2,3440.3,93.6,724.9,2325.6,296.3
2013,Arunachal Pradesh,18.5,40.5,115.1,175.1,335.8,290,329.6,230.2,316.1,164.1,13.3,14.6,2042.9,59,626,1165.9,192
2014,Arunachal Pradesh,19,101.9,80.3,86.7,299,415.8,392.4,599.6,343,35.1,20.1,10.2,2403.2,120.9,466,1750.8,65.4
2015,Arunachal Pradesh,30.8,47.5,97.5,287.1,238.9,637.9,329.3,595.5,374.2,65.2,33.8,29.8,2767.5,78.3,623.5,1936.9,128.8
2016,Arunachal Pradesh,29.4,73.2,128.4,333.1,278.9,379.4,620.1,145.7,532.9,172.7,8.4,4.6,2706.9,102.6,740.4,1678.2,185.7
2017,Arunachal Pradesh,8.2,86.2,221.8,348.2,257.1,370.8,437.8,456.4,318.6,227.1,9.9,3.4,2745.3,94.4,827,1583.5,240.3
1901,Assam,27.1,19.5,30.6,223,207,524.9,430.6,464.1,291.4,163.7,115.6,1.2,2498.6,46.6,460.5,1710.9,280.5
1902,Assam,9.3,10.2,105.6,350,262.1,620.7,510.8,536,441.3,97,7.8,1.3,2952.1,19.4,717.6,2108.9,106.2
1903,Assam,19.9,25.4,103.6,140.6,206.6,607.4,362.7,551.9,306.4,159.5,59.3,1.3,2544.7,45.4,450.8,1828.5,220.1
1904,Assam,11.1,56.1,51.9,457.1,375.2,385.7,477.6,438.8,245.9,115.9,46.4,2.5,2664.1,67.1,884.2,1548,164.8
1905,Assam,19.9,16.9,137.9,213,275.5,521.7,439.1,649.1,276,200,16.8,24.8,2790.6,36.8,626.3,1886,241.6
1906,Assam,9.7,59.2,88.4,263.5,271.3,388.4,541.8,585.9,264.2,165.7,24.9,0.2,2663.4,68.9,623.3,1780.4,190.8
1907,Assam,55.8,37.2,109.7,254.8,213.7,509.8,578.9,304.2,401,37.6,4.8,13.8,2521.1,93,578.1,1793.8,56.2
1908,Assam,16.2,25.1,20.7,176.6,332.7,390.8,477.2,339.4,403.4,91.9,3.8,0,2277.8,41.3,530,1610.8,95.7
1909,Assam,19,8.9,4.4,195,310.4,639.4,345,445.2,216.4,162.4,24.6,6.3,2377,27.9,509.8,1646,193.3
1910,Assam,9.2,32.1,152.8,211.5,274.6,582.5,738.3,418.3,247.8,199.7,16.2,4.3,2887.3,41.3,638.9,1986.9,220.2
1911,Assam,74.2,19,93,234,431.7,534,618.6,417.1,387.8,257.4,26.3,3,3096.2,93.2,758.7,1957.5,286.8
1912,Assam,9,57.8,126.1,301,250.2,482.7,567,453.4,236.8,181.5,68.4,9.5,2743.5,66.8,677.4,1739.9,259.5
1913,Assam,11.9,90.2,118.4,334.2,392.3,458.6,438,354,279.2,227.7,10.4,45.6,2760.5,102.2,844.9,1529.7,283.7
1914,Assam,6.3,79.1,69.9,219.6,317.9,403.9,396.4,472.9,292.3,67.6,10.6,7.4,2343.8,85.5,607.4,1565.4,85.6
1915,Assam,9.3,58.9,74.4,201.9,662.9,509.1,738.2,529.1,258.8,108.2,10,4.4,3165.1,68.2,939.2,2035.1,122.6
1916,Assam,20,28,118.4,227.9,340.6,367.3,475.3,430.7,308.8,244.9,32.8,6.3,2601.1,48,686.9,1582.1,284
1917,Assam,12.8,91.6,38.7,168.8,206.2,584.7,472.8,346.3,313.7,236.6,46.4,1.4,2519.9,104.4,413.6,1717.4,284.4
1918,Assam,4.6,16.1,125.5,152.2,287.4,659.4,805,604.8,373.2,70.7,6.8,1.1,3106.8,20.7,565.1,2442.5,78.6
1919,Assam,13.1,12.4,22.6,162.1,266.9,485.5,459,249.1,441.6,185.7,42.5,3.6,2344.2,25.5,451.6,1635.3,231.9
